WP_011649834.1	SMc02793
WP_011652928.1	SMc01584
WP_003561293.1	SMc01585
WP_011652929.1	SMc01586
WP_011652936.1	SMc01587
WP_026159967.1	SMc01590
WP_003541697.1	SMc01591
WP_017989072.1	SMc01592
WP_011652933.1	SMc01593
WP_011652932.1	SMc01595
WP_011652937.1	SMc04456
WP_011652938.1	SMc02677
WP_011652939.1	SMc02678
WP_028740732.1	SMc03744
WP_028740733.1	SMc02681
WP_011652942.1	SMc02682
WP_011652943.1	SMc02683
WP_011652944.1	SMc02684
WP_011652945.1	SMc02685
WP_011652946.1	SMc02686
WP_028744149.1	SMc02688
WP_011653662.1	SMc02689
WP_011653661.1	SMc02690
WP_011652990.1	SMc02691
WP_003561325.1	SMc02692
WP_011652951.1	SMc02693
WP_011652953.1	SMc02694
WP_041936410.1	SMc02695
WP_011652958.1	SMc02696
WP_011652959.1	SMc02697
WP_011652960.1	SMc02698
WP_003541778.1	SMc02699
WP_011652972.1	SMc02700
WP_011652973.1	SMc02701
WP_011652974.1	SMc02702
WP_011652975.1	SMc02703
WP_011652976.1	SMc02704
WP_011652977.1	SMc02705
WP_011652978.1	SMc02706
WP_086935558.1	SMc02707
WP_028740747.1	SMc02708
WP_011649230.1	SMc02710
WP_026159971.1	SMc02711
WP_032992396.1	SMc02712
WP_011652985.1	SMc02713
WP_011652986.1	SMc02714
WP_027664091.1	SMc02717
WP_003541822.1	SMc02720
WP_003541825.1	SMc02723
WP_003541827.1	SMc02724
WP_011652994.1	SMc02725
WP_011652995.1	SMc02726
WP_011652996.1	SMc02727
WP_011652998.1	SMc02728
WP_011653003.1	SMc02729
WP_011650364.1	SMc02732
WP_041936416.1	SMc02735
WP_011653005.1	SMc02736
WP_011653006.1	SMc02737
WP_017961531.1	SMc02738
WP_011653008.1	SMc02739
WP_011653009.1	SMc04457
WP_003541857.1	SMc05009
WP_011652574.1	SMc01535
WP_018243099.1	SMc01534
WP_028740768.1	SMc01533
WP_011653014.1	SMc01532
WP_011653019.1	SMc01531
WP_011653991.1	SMc01529
WP_011653992.1	SMc01528
WP_003543863.1	SMc01527
WP_011653993.1	SMc01526
WP_041936516.1	SMc01525
WP_011653995.1	SMc01524
WP_003542195.1	SMc01523
WP_003542198.1	SMc01522
WP_011653148.1	SMc01520
WP_011653149.1	SMc01519
WP_011653150.1	SMc01518
WP_011653151.1	SMc01517
WP_011653152.1	SMc01516
WP_041936430.1	SMc01515
WP_003542212.1	SMc01514
WP_011653154.1	SMc01747
WP_011653155.1	SMc01513
WP_011653156.1	SMc01512
WP_011653157.1	SMc01511
WP_041936599.1	SMc01510
WP_011653159.1	SMc01509
WP_003542247.1	SMc01506
WP_003542250.1	SMc01505
WP_003542253.1	SMc01504
WP_041936475.1	SMc01503
WP_011653610.1	SMc01502
WP_011653611.1	SMc01501
WP_011650427.1	SMc01500
WP_011653612.1	SMc01499
WP_011653613.1	SMc01498
WP_017989489.1	SMc01497
WP_011653615.1	SMc01496
WP_011653616.1	SMc01495
WP_011653162.1	SMc01814
WP_011653163.1	SMc01815
WP_011653166.1	SMc01816
WP_011653167.1	SMc01817
WP_011654819.1	SMc01818
WP_018073741.1	SMc01819
WP_011653171.1	SMc01820
WP_011653173.1	SMc01821
WP_003542280.1	SMc01822
WP_041936432.1	SMc01823
WP_028742327.1	SMc01824
WP_011653175.1	SMc01825
WP_011653176.1	SMc01826
WP_003542286.1	SMc01827
WP_011653177.1	SMc01828
WP_011653178.1	SMc01829
WP_011653180.1	SMc01830
WP_011653181.1	SMc01831
WP_011653182.1	SMc01832
WP_011653185.1	SMc01837
WP_011653186.1	SMc01838
WP_011653187.1	SMc02046
WP_011653188.1	SMc01939
WP_018493803.1	SMc01940
WP_003561955.1	SMc01941
WP_011653189.1	SMc01942
WP_011653022.1	SMc01945
WP_003542332.1	SMc01946
WP_011653197.1	SMc01947
WP_003542336.1	SMc01948
WP_028743284.1	SMc01949
WP_011653199.1	SMc01950
WP_003542342.1	SMc01951
WP_011653200.1	SMc01952
WP_011651205.1	SMc01953
WP_028741475.1	SMc01954
WP_011653877.1	SMc01955
WP_173364430.1	SMc01956
WP_028743053.1	SMc01960
WP_011649204.1	SMc01962
WP_028742511.1	SMc01966
WP_011654392.1	SMc01967
WP_011654391.1	SMc01969
WP_011650447.1	SMc01970
WP_041936878.1	SMc01971
WP_041936542.1	SMc01973
WP_011655104.1	SMc01975
WP_011655105.1	SMc01976
WP_011655106.1	SMc01977
WP_011655107.1	SMc01978
WP_011655108.1	SMc01979
WP_011655109.1	SMc01980
WP_003540937.1	SMc01981
WP_011652557.1	SMc01982
WP_003540933.1	SMc01983
WP_011652556.1	SMc01984
WP_011652555.1	SMc01985
WP_011652554.1	SMc01986
WP_011654986.1	SMc01987
WP_011649599.1	SMc01989
WP_011650415.1	SMc01991
WP_011655124.1	SMc01992
WP_011652592.1	SMc02023
WP_041936929.1	SMc02024
WP_011655211.1	SMc02025
WP_011655212.1	SMc02026
WP_011655213.1	SMc02027
WP_011655214.1	SMc02028
WP_011655215.1	SMc02029
WP_011655216.1	SMc02030
WP_011654482.1	SMc02037
WP_011651407.1	SMc02041
WP_041936182.1	SMc02332
WP_011650422.1	SMc02339
WP_011652416.1	SMc02343
WP_011652301.1	SMc02344
WP_003544609.1	SMc02351
WP_011651473.1	SMc02355
WP_011654363.1	SMc02414
WP_011654129.1	SMc02416
WP_011649111.1	SMc02423
WP_173364465.1	SMc02424
WP_011652858.1	SMc02425
WP_011651072.1	SMc02428
WP_086935555.1	SMc02429
WP_011652611.1	SMc02431
WP_011653673.1	SMc02432
WP_011653674.1	SMc02433
WP_011653675.1	SMc02434
WP_011653676.1	SMc02435
WP_011653677.1	SMc02436
WP_011653678.1	SMc02437
WP_011653679.1	SMc02438
WP_011650369.1	SMc02439
WP_011653680.1	SMc02440
WP_011653681.1	SMc02441
WP_011653682.1	SMc02442
WP_011653683.1	SMc02443
WP_041936481.1	SMc02444
WP_011653685.1	SMc02445
WP_011653686.1	SMc02446
WP_003543245.1	SMc02447
WP_011653687.1	SMc02448
WP_011653688.1	SMc02449
WP_011653689.1	SMc02450
WP_011653690.1	SMc02451
WP_011653691.1	SMc04458
WP_011651345.1	SMc00744
WP_032993606.1	SMc00743
WP_028744084.1	SMc00742
WP_011653694.1	SMc00741
WP_011653701.1	SMc00738
WP_011653702.1	SMc00737
WP_028744080.1	SMc00736
WP_028744079.1	SMc00735
WP_003543284.1	SMc00734
WP_011653704.1	SMc00733
WP_003543288.1	SMc00732
WP_011653705.1	SMc00731
WP_011653706.1	SMc00730
WP_011653707.1	SMc00729
WP_011653708.1	SMc00728
WP_003543296.1	SMc00727
WP_011653709.1	SMc00726
WP_041936482.1	SMc00725
WP_011653711.1	SMc00724
WP_011653712.1	SMc00723
WP_011653713.1	SMc00722
WP_003543311.1	SMc00720
WP_003567049.1	SMc00719
WP_003543317.1	SMc00717
WP_011653715.1	SMc00716
WP_028743996.1	SMc00715
WP_041936483.1	SMc00714
WP_028743994.1	SMc00713
WP_011653719.1	SMc00712
WP_011653721.1	SMc00711
WP_011653722.1	SMc00710
WP_028743993.1	SMc00709
WP_011653724.1	SMc00708
WP_011653725.1	SMc00707
WP_011653726.1	SMc00706
WP_011653727.1	SMc00705
WP_003543341.1	SMc00704
WP_011653728.1	SMc00703
WP_011653729.1	SMc00702
WP_011653730.1	SMc00701
WP_011653731.1	SMc00700
WP_011653732.1	SMc00699
WP_017989567.1	SMc00698
WP_011653733.1	SMc00697
WP_011653734.1	SMc00696
WP_041936484.1	SMc00695
WP_003543363.1	SMc00692
WP_011653736.1	SMc00691
WP_011653737.1	SMc00690
WP_028743982.1	SMc00689
WP_011653739.1	SMc00688
WP_011653744.1	SMc00684
WP_011653745.1	SMc00683
WP_011653746.1	SMc00682
WP_011649313.1	SMc00681
WP_011652713.1	SMc00680
WP_003541220.1	SMc00679
WP_011650040.1	SMc00675
WP_011654961.1	SMc00674
WP_011654958.1	SMc00673
WP_011654965.1	SMc00669
WP_011654954.1	SMc00667
WP_003539464.1	SMc00666
WP_003546334.1	SMc00665
WP_028742186.1	SMc00659
WP_007533628.1	SMc00657
WP_003542350.1	SMc00656
WP_003542353.1	SMc00655
WP_003542362.1	SMc00654
WP_003542364.1	SMc00653
WP_003542366.1	SMc00652
WP_003542368.1	SMc00651
WP_011653206.1	SMc00650
WP_041936436.1	SMc00649
WP_003542374.1	SMc00648
WP_011653208.1	SMc00647
WP_003542378.1	SMc00646
WP_011653209.1	SMc00644
WP_011653210.1	SMc00643
WP_011653211.1	SMc00642
WP_011653393.1	SMc00641
WP_011653394.1	SMc00640
WP_032982290.1	SMc00638
WP_011653397.1	SMc00637
WP_011653398.1	SMc04459
WP_011653399.1	SMc02940
WP_011653400.1	SMc02941
WP_003552503.1	SMc02942
WP_011653401.1	SMc04461
WP_011653402.1	SMc03956
WP_003542730.1	SMc03957
WP_003542733.1	SMc03958
WP_011653403.1	SMc03960
WP_011653404.1	SMc03961
WP_011653405.1	SMc04081
WP_011653406.1	SMc03963
WP_011653418.1	SMc03964
WP_003552548.1	SMc03965
WP_011653417.1	SMc03966
WP_003542749.1	SMc03967
WP_011653413.1	SMc03968
WP_011653412.1	SMc03969
WP_011653410.1	SMc03970
WP_011653228.1	SMc03971
WP_011653227.1	SMc03972
WP_011653409.1	SMc03973
WP_011653408.1	SMc03974
WP_041936853.1	SMc03975
WP_011653431.1	SMc03976
WP_012758879.1	SMc03977
WP_011653433.1	SMc03978
WP_011653434.1	SMc03979
WP_011653437.1	SMc03981
WP_028742211.1	SMc03983
WP_011653439.1	SMc03984
WP_011653515.1	SMc03985
WP_086935566.1	SMc03986
WP_011653440.1	SMc03987
WP_003542803.1	SMc03988
WP_003542804.1	SMc03989
WP_003542805.1	SMc03990
WP_011653441.1	SMc03991
WP_011653445.1	SMc03992
WP_011653446.1	SMc03993
WP_011653447.1	SMc03994
WP_003542827.1	SMc03995
WP_003542828.1	SMc03996
WP_011653458.1	SMc03997
WP_003542830.1	SMc03998
WP_003542831.1	SMc03999
WP_003542832.1	SMc04000
WP_011653459.1	SMc04001
WP_011653460.1	SMc04002
WP_003566454.1	SMc04003
WP_028742225.1	SMc04004
WP_011653475.1	SMc04005
WP_011653476.1	SMc04006
WP_011653477.1	SMc04007
WP_011653478.1	SMc04008
WP_003542853.1	SMc04009
WP_011653479.1	SMc04010
WP_041936462.1	SMc04011
WP_011653481.1	SMc04012
WP_041936463.1	SMc04013
WP_041936611.1	SMc04014
WP_011655016.1	SMc04015
WP_011653485.1	SMc04016
WP_011653486.1	SMc04017
WP_011653487.1	SMc04018
WP_011653488.1	SMc04019
WP_011653489.1	SMc04020
WP_003542867.1	SMc04021
WP_011653491.1	SMc04022
WP_003542870.1	SMc04023
WP_011653492.1	SMc04024
WP_028742250.1	SMc04025
WP_011653494.1	SMc04026
WP_173364447.1	SMc04028
WP_011653496.1	SMc04029
WP_041936464.1	SMc04030
WP_011649699.1	SMc04031
WP_011649700.1	SMc04032
WP_011649701.1	SMc04033
WP_003549356.1	SMc04034
WP_011649702.1	SMc04035
WP_011649703.1	SMc04036
WP_011649704.1	SMc04037
WP_011653499.1	SMc04040
WP_041936465.1	SMc04041
WP_011653501.1	SMc04042
WP_011653502.1	SMc04043
WP_003542883.1	SMc04044
WP_011651429.1	SMc04045
WP_011650379.1	SMc04046
WP_011651019.1	SMc04052
WP_011651021.1	SMc04053
WP_011651022.1	SMc04054
WP_011652761.1	SMc04055
WP_011652760.1	SMc04056
WP_011653519.1	SMc04057
WP_011653520.1	SMc04058
WP_011653521.1	SMc04059
WP_003542904.1	SMc04460
WP_011653523.1	SMc03922
WP_011653524.1	SMc03923
WP_011653525.1	SMc03924
WP_011653526.1	SMc03925
WP_011653527.1	SMc03926
WP_011653528.1	SMc03927
WP_011649268.1	SMc03929
WP_011653530.1	SMc03930
WP_011653531.1	SMc03931
WP_011653532.1	SMc03932
WP_011653534.1	SMc03933
WP_003542939.1	SMc03934
WP_011653538.1	SMc03935
WP_003542945.1	SMc03936
WP_041936478.1	SMc03937
WP_011653540.1	SMc03938
WP_011653541.1	SMc03939
WP_011653542.1	SMc03950
WP_003542954.1	SMc03941
WP_011653544.1	SMc03942
WP_011653548.1	SMc03943
WP_011653549.1	SMc04462
WP_003542973.1	SMc02975
WP_011653550.1	SMc02976
WP_011653551.1	SMc02977
WP_011653552.1	SMc02978
WP_011653553.1	SMc02979
WP_011651184.1	SMc02980
WP_011653474.1	SMc02981
WP_011653559.1	SMc02982
WP_011653560.1	SMc02983
WP_003542994.1	SMc02984
WP_011653561.1	SMc02985
WP_011653562.1	SMc02986
WP_028742330.1	SMc02989
WP_011653563.1	SMc03151
WP_011653564.1	SMc03152
WP_011653565.1	SMc03153
WP_011653566.1	SMc03154
WP_011653567.1	SMc03155
WP_011653569.1	SMc03156
WP_011649819.1	SMc03157
WP_041936802.1	SMc03158
WP_041936805.1	SMc03159
WP_011653571.1	SMc03160
WP_011653573.1	SMc03161
WP_011653574.1	SMc03162
WP_003552938.1	SMc03163
WP_011653578.1	SMc03164
WP_041936473.1	SMc03165
WP_011653580.1	SMc03167
WP_011653581.1	SMc03168
WP_003543038.1	SMc03169
WP_011653582.1	SMc03170
WP_028742334.1	SMc03171
WP_011653584.1	SMc03172
WP_011653585.1	SMc03173
WP_011653588.1	SMc03174
WP_011652351.1	SMc03175
WP_011651012.1	SMc03176
WP_011651013.1	SMc03177
WP_011652153.1	SMc03178
WP_011650979.1	SMc03186
WP_011655348.1	SMc03187
WP_011655349.1	SMc03188
WP_011655350.1	SMc03189
WP_011655351.1	SMc03190
WP_011655352.1	SMc03191
WP_011655353.1	SMc03192
WP_011655354.1	SMc03193
WP_011655355.1	SMc03194
WP_011653135.1	SMc03195
WP_011654023.1	SMc03196
WP_011654024.1	SMc03197
WP_011654025.1	SMc03198
WP_011654026.1	SMc03199
WP_011654332.1	SMc03201
WP_011654333.1	SMc03202
WP_011654334.1	SMc03203
WP_011654335.1	SMc03204
WP_011651488.1	SMc03206
WP_011651487.1	SMc03207
WP_011651486.1	SMc03208
WP_011651484.1	SMc03210
WP_011651485.1	SMc03211
WP_011649899.1	SMc03150
WP_011649898.1	SMc03149
WP_011649897.1	SMc03148
WP_011649896.1	SMc03147
WP_011649895.1	SMc03146
WP_011649894.1	SMc03145
WP_041936526.1	SMc03144
WP_011649303.1	SMc03143
WP_011649302.1	SMc03141
WP_011649644.1	SMc03129
WP_011649746.1	SMc03128
WP_011649747.1	SMc03127
WP_041936778.1	SMc03126
WP_041936780.1	SMc03125
WP_011649750.1	SMc03124
WP_011649639.1	SMc03123
WP_011655129.1	SMc03122
WP_011655141.1	SMc03121
WP_011655142.1	SMc03120
WP_028741797.1	SMc03119
WP_003547797.1	SMc03118
WP_003547798.1	SMc03117
WP_028741798.1	SMc03116
WP_041936400.1	SMc03112
WP_011652853.1	SMc03110
WP_011653754.1	SMc03105
WP_011653761.1	SMc03104
WP_041936952.1	SMc03098
WP_011653763.1	SMc03097
WP_011653764.1	SMc03096
WP_011652881.1	SMc03094
WP_011653765.1	SMc03092
WP_011653766.1	SMc03091
WP_003543427.1	SMc03090
WP_011653768.1	SMc03087
WP_011653770.1	SMc03086
WP_011653771.1	SMc03085
WP_011653772.1	SMc04444
WP_011653773.1	SMc02525
WP_011653774.1	SMc02524
WP_003543441.1	SMc02523
WP_011653776.1	SMc02522
WP_011649606.1	SMc02521
WP_028743339.1	SMc02520
WP_011649608.1	SMc02519
WP_011649609.1	SMc02518
WP_011649610.1	SMc02517
WP_011649611.1	SMc02516
WP_003549529.1	SMc02515
WP_011649612.1	SMc02514
WP_028740525.1	SMc02511
WP_003544875.1	SMc02510
WP_011653319.1	SMc02509
WP_011653320.1	SMc02508
WP_011653321.1	SMc02507
WP_011653322.1	SMc02506
WP_028740816.1	SMc02505
WP_011650177.1	SMc02503
WP_003543460.1	SMc02502
WP_011653785.1	SMc02501
WP_003543466.1	SMc02500
WP_003543468.1	SMc02499
WP_011653786.1	SMc02498
WP_011653787.1	SMc02497
WP_011653788.1	SMc02496
WP_028742341.1	SMc02495
WP_011650843.1	SMc02494
WP_028743325.1	SMc02491
WP_011653800.1	SMc02490
WP_041936494.1	SMc02489
WP_041936495.1	SMc02488
WP_011653804.1	SMc02487
WP_011653805.1	SMc02486
WP_011653806.1	SMc02485
WP_011653808.1	SMc02483
WP_028743652.1	SMc02482
WP_011653811.1	SMc02481
WP_011653813.1	SMc02480
WP_003543522.1	SMc02479
WP_011653814.1	SMc02478
WP_028744357.1	SMc02477
WP_011653815.1	SMc02475
WP_011651904.1	SMc02474
WP_003539503.1	SMc02473
WP_003559249.1	SMc02472
WP_011651902.1	SMc02471
WP_003559245.1	SMc02470
WP_011651901.1	SMc02469
WP_003539493.1	SMc02468
WP_003567268.1	SMc02466
WP_011653817.1	SMc02465
WP_003543530.1	SMc02464
WP_003543532.1	SMc02463
WP_011653818.1	SMc03225
WP_011653855.1	SMc03226
WP_003543603.1	SMc03227
WP_011653856.1	SMc03228
WP_011653857.1	SMc03229
WP_011653858.1	SMc03230
WP_011653859.1	SMc03231
WP_011653860.1	SMc03232
WP_011653861.1	SMc03233
WP_011653862.1	SMc03234
WP_011653863.1	SMc03235
WP_041936505.1	SMc03236
WP_011653865.1	SMc03237
WP_011653866.1	SMc03238
WP_011653868.1	SMc03239
WP_003543622.1	SMc03241
WP_011653869.1	SMc03242
WP_003542164.1	SMc03244
WP_011652882.1	SMc03746
WP_011650834.1	SMc03748
WP_173364455.1	SMc03248
WP_011654171.1	SMc03751
WP_162039391.1	SMc03250
WP_028742090.1	SMc03251
WP_003538660.1	SMc03259
WP_011653555.1	SMc03260
WP_041936154.1	SMc03265
WP_011655195.1	SMc03268
WP_028741822.1	SMc03269
WP_011655192.1	SMc03272
WP_011654186.1	SMc05015
WP_011654530.1	SMc03278
WP_011654524.1	SMc03281
WP_011655312.1	SMc03286
WP_011654537.1	SMc03298
WP_011654536.1	SMc03300
WP_011654535.1	SMc03301
WP_011651755.1	SMc05018
WP_041936273.1	SMc03763
WP_011652710.1	SMc03766
WP_003543907.1	SMc03770
WP_003543909.1	SMc03772
WP_003543911.1	SMc03773
WP_028742671.1	SMc03774
WP_011654019.1	SMc03775
WP_028742672.1	SMc03776
WP_011654021.1	SMc03777
WP_028742673.1	SMc03778
WP_032984631.1	SMc03780
WP_011654027.1	SMc03781
WP_011654028.1	SMc03782
WP_003543943.1	SMc03783
WP_028742674.1	SMc03784
WP_011654030.1	SMc03785
WP_003543950.1	SMc03786
WP_080667645.1	SMc03787
WP_011654032.1	SMc03788
WP_080667646.1	SMc03789
WP_003543974.1	SMc03791
WP_011654035.1	SMc03792
WP_011654036.1	SMc03793
WP_003543980.1	SMc03794
WP_003543984.1	SMc03795
WP_003543755.1	SMc03797
WP_028742645.1	SMc03798
WP_011653925.1	SMc03800
WP_011653924.1	SMc03801
WP_011653923.1	SMc03802
WP_011653922.1	SMc03803
WP_011653921.1	SMc03804
WP_011653920.1	SMc03805
WP_007632398.1	SMc03806
WP_011653919.1	SMc03807
WP_011653918.1	SMc03808
WP_011653917.1	SMc03809
WP_011648828.1	SMc03810
WP_011648827.1	SMc03811
WP_011648826.1	SMc03812
WP_011650419.1	SMc03816
WP_011653916.1	SMc03818
WP_011653915.1	SMc03819
WP_011653914.1	SMc03820
WP_011653913.1	SMc03821
WP_011653910.1	SMc03823
WP_003542422.1	SMc03824
WP_011653876.1	SMc03826
WP_011653878.1	SMc03827
WP_011653880.1	SMc03828
WP_011653881.1	SMc03829
WP_011653882.1	SMc03830
WP_011653883.1	SMc03831
WP_011653884.1	SMc03832
WP_003543641.1	SMc03833
WP_003543642.1	SMc03834
WP_003543644.1	SMc03835
WP_011653888.1	SMc03836
WP_011653889.1	SMc03837
WP_011653890.1	SMc03838
WP_011653891.1	SMc03839
WP_028742609.1	SMc03840
WP_011650896.1	SMc03841
WP_011650895.1	SMc03842
WP_003546150.1	SMc03843
WP_028742610.1	SMc03844
WP_003543652.1	SMc03845
WP_011653894.1	SMc03846
WP_011653895.1	SMc03847
WP_011653896.1	SMc03848
WP_011653897.1	SMc03849
WP_024320429.1	SMc03850
WP_011653898.1	SMc03851
WP_011653899.1	SMc03852
WP_011653900.1	SMc03853
WP_011653901.1	SMc03854
WP_011653902.1	SMc03855
WP_028742612.1	SMc03856
WP_011653905.1	SMc03857
WP_003543666.1	SMc03858
WP_003543667.1	SMc03859
WP_026158926.1	SMc03860
WP_011653907.1	SMc03861
WP_041936883.1	SMc03862
WP_011653908.1	SMc03863
WP_011653909.1	SMc03864
WP_003543672.1	SMc03865
WP_011653960.1	SMc03866
WP_011653961.1	SMc03867
WP_011655245.1	SMc03868
WP_028742650.1	SMc03872
WP_012759432.1	SMc03873
WP_003543775.1	SMc03874
WP_003543777.1	SMc03875
WP_011653966.1	SMc03876
WP_011653967.1	SMc03877
WP_011653969.1	SMc03878
WP_011653970.1	SMc03879
WP_003543798.1	SMc03880
WP_003543812.1	SMc03881
WP_011653972.1	SMc03882
WP_011653974.1	SMc03883
WP_011653975.1	SMc03884
WP_011653976.1	SMc03885
WP_011652746.1	SMc03887
WP_011653977.1	SMc03888
WP_011653978.1	SMc03889
WP_027668541.1	SMc03890
WP_011653981.1	SMc03891
WP_011653982.1	SMc03893
WP_003543845.1	SMc03894
WP_011653984.1	SMc03895
WP_011653985.1	SMc03896
WP_011653986.1	SMc03900
WP_011653988.1	SMc04381
WP_011653989.1	SMc04382
WP_028742634.1	SMc04882
WP_011653940.1	SMc04383
WP_011653938.1	SMc04385
WP_011649185.1	SMc04387
WP_011649184.1	SMc04388
WP_011651453.1	SMc04390
WP_011651452.1	SMc04392
WP_011651451.1	SMc04393
WP_011653646.1	SMc04394
WP_011651449.1	SMc04395
WP_011651448.1	SMc04396
WP_028741349.1	SMc04397
WP_011651446.1	SMc04398
WP_173364453.1	SMc04399
WP_011651444.1	SMc04401
WP_011653870.1	SMc04403
WP_011653872.1	SMc04404
WP_003543987.1	SMc04405
WP_011654039.1	SMc04406
WP_011654040.1	SMc04407
WP_011649135.1	SMc04881
WP_011649136.1	SMc04408
WP_003543997.1	SMc04410
WP_011654046.1	SMc04411
WP_003544008.1	SMc04083
WP_028742679.1	SMc04084
WP_011654049.1	SMc04085
WP_011654050.1	SMc04087
WP_011654051.1	SMc04088
WP_011654052.1	SMc04089
WP_028742683.1	SMc04090
WP_011654054.1	SMc04091
WP_011654055.1	SMc04092
WP_011654673.1	SMc04093
WP_003544022.1	SMc04094
WP_041936521.1	SMc04095
WP_011654060.1	SMc02812
WP_011654061.1	SMc02804
WP_028742689.1	SMc02803
WP_011654063.1	SMc02802
WP_011654064.1	SMc02801
WP_011654065.1	SMc02800
WP_011654066.1	SMc02799
WP_011654067.1	SMc02798
WP_011654068.1	SMc02797
WP_011654069.1	SMc02796
WP_041936522.1	SMc02795
WP_011649833.1	SMc02794
WP_011655194.1	SMa0011
WP_011650434.1	SMa0028
WP_011650538.1	SMa0034
WP_011649598.1	SMa0036
WP_011650185.1	SMa0044
WP_011652851.1	SMa0058
WP_041936961.1	SMa0074
WP_011653624.1	SMa0077
WP_011654830.1	SMa0079
WP_011654831.1	SMa0081
WP_011648873.1	SMa0082
WP_011654422.1	SMa0087
WP_011650892.1	SMa0089
WP_011651465.1	SMa0091
WP_011653930.1	SMa0106
WP_011655063.1	SMa0113
WP_011651319.1	SMa0114
WP_011649717.1	SMa0116
WP_028743401.1	SMa0117
WP_011653292.1	SMa0118
WP_165422409.1	SMa0121
WP_003546705.1	SMa0123
WP_011651116.1	SMa0124
WP_011651115.1	SMa0125
WP_003548109.1	SMa0126
WP_003548114.1	SMa0128
WP_011651105.1	SMa0130
WP_003543268.1	SMa0132
WP_011650890.1	SMa0134
WP_011650891.1	SMa5002
WP_122330924.1	SMa0136
WP_011654394.1	SMa0137
WP_011650536.1	SMa0143
WP_011652385.1	SMa0149
WP_011650729.1	SMa0150
WP_011650728.1	SMa0151
WP_041936185.1	SMa0160
WP_041936281.1	SMa0169
WP_011654468.1	SMa0172
WP_011654114.1	SMa0181
WP_011649062.1	SMa0196
WP_011649061.1	SMa0197
WP_011649060.1	SMa0198
WP_041937044.1	SMa0199
WP_011649058.1	SMa0203
WP_011649057.1	SMa0204
WP_003562390.1	SMa0206
WP_011654960.1	SMa0209
WP_011655262.1	SMa0214
WP_011649591.1	SMa0222
WP_011652432.1	SMa0223
WP_011654117.1	SMa0228
WP_011650293.1	SMa0233
WP_011653214.1	SMa0235
WP_011653215.1	SMa0237
WP_011649005.1	SMa0241
WP_011649814.1	SMa0247
WP_011652993.1	SMa0254
WP_011655264.1	SMa0255
WP_011649363.1	SMa0259
WP_011649362.1	SMa0260
WP_011649361.1	SMa0263
WP_011649360.1	SMa0265
WP_011649359.1	SMa0267
WP_011649358.1	SMa0275
WP_011650787.1	SMa0277
WP_011650562.1	SMa0279
WP_011655204.1	SMa0287
WP_011655203.1	SMa0288
WP_011651101.1	SMa0291
WP_011649502.1	SMa0306
WP_011651109.1	SMa0307
WP_011650099.1	SMa0314
WP_011651586.1	SMa0319
WP_011651588.1	SMa0320
WP_011651589.1	SMa0322
WP_011651590.1	SMa0323
WP_011650923.1	SMa0325
WP_011652930.1	SMa0326
WP_011648912.1	SMa0335
WP_011654918.1	SMa0339
WP_011650978.1	SMa0349
WP_011651579.1	SMa0353
WP_011654087.1	SMa0360
WP_011649221.1	SMa0372
WP_011649220.1	SMa0374
WP_011649219.1	SMa0376
WP_011649218.1	SMa5018
WP_041937005.1	SMa0380
WP_041937050.1	SMa5019
WP_011649215.1	SMa0383
WP_011648956.1	SMa0396
WP_011649201.1	SMa0405
WP_011649007.1	SMa0414
WP_011650600.1	SMa5020
WP_011650738.1	SMa0421
WP_011648992.1	SMa0424
WP_011654859.1	SMa0426
WP_011654496.1	SMa0429
WP_011650889.1	SMa0436
WP_011648837.1	SMa5023
WP_011649625.1	SMa0453
WP_041936261.1	SMa0462
WP_041936325.1	SMa0464
WP_011652079.1	SMa0471
WP_027667450.1	SMa0473
WP_011654964.1	SMa0492
WP_011652010.1	SMa0498
WP_011648876.1	SMa0508
WP_041936837.1	SMa0510
WP_011654414.1	SMa0512
WP_041936953.1	SMa0513
WP_011654418.1	SMa0516
WP_011652265.1	SMa0557
WP_011650528.1	SMa0558
WP_041936323.1	SMa0559
WP_011651932.1	SMa0561
WP_011651931.1	SMa0563
WP_041936940.1	SMa0570
WP_011654348.1	SMa0572
WP_011652045.1	SMa0574
WP_041936470.1	SMa0579
WP_011654373.1	SMa0581
WP_011654372.1	SMa0583
WP_028743134.1	SMa0585
WP_011655020.1	SMa0592
WP_122330879.1	SMa0599
WP_011652396.1	SMa0601
WP_041936119.1	SMa0606
WP_198409840.1	SMa0607
WP_011650326.1	SMa0612
WP_011650325.1	SMa0615
WP_011650324.1	SMa0616
WP_011650323.1	SMa0617
WP_011650322.1	SMa0620
WP_011650321.1	SMa0621
WP_173364450.1	SMa0626
WP_011652398.1	SMa0630
WP_003552580.1	SMa0633
WP_011649891.1	SMa0636
WP_011650939.1	SMa0640
WP_011652395.1	SMa0663
WP_011652648.1	SMa0665
WP_011652390.1	SMa0670
WP_011651890.1	SMa0687
WP_011652386.1	SMa0689
WP_011652387.1	SMa0690
WP_003540585.1	SMa0699
WP_011652647.1	SMa0702
WP_011653798.1	SMa0707
WP_028743231.1	SMa0719
WP_011649619.1	SMa0723
WP_003551803.1	SMa0757
WP_003551796.1	SMa0772
WP_011649403.1	SMa0785
WP_028742146.1	SMa0787
WP_011654275.1	SMa0789
WP_011654276.1	SMa0791
WP_011654277.1	SMa0792
WP_011654278.1	SMa0793
WP_011654279.1	SMa0794
WP_011654280.1	SMa0796
