Name,Sequence Name,Type,Minimum,Maximum,Length,Direction,locus_tag,old_locus_tag
purQ,NC_003047.1,gene,<638972,>639194,>223,forward,SM_RS09120,SMc00493
WP_010969457.1,NC_003047.1,CDS,<638972,>639194,>223,forward,SM_RS09120,SMc00493
purS,NC_003047.1,gene,<638864,>638943,>80,forward,SM_RS09115,SMc00494
WP_003531405.1,NC_003047.1,CDS,<638864,>638943,>80,forward,SM_RS09115,SMc00494
SM_RS09110,NC_003047.1,gene,<638603,>638856,>254,forward,SM_RS09110,SMc00495
WP_003531407.1,NC_003047.1,CDS,<638603,>638856,>254,forward,SM_RS09110,SMc00495
SM_RS09105,NC_003047.1,gene,<638422,>638525,>104,reverse,SM_RS09105,SMc00496
WP_003531408.1,NC_003047.1,CDS,<638422,>638525,>104,reverse,SM_RS09105,SMc00496
SM_RS09100,NC_003047.1,gene,638047,638399,353,forward,SM_RS09100,SMc00497
WP_010969456.1,NC_003047.1,CDS,638047,638399,353,forward,SM_RS09100,SMc00497
SM_RS09095,NC_003047.1,gene,<637871,>638038,>168,forward,SM_RS09095,SMc00498
WP_010969455.1,NC_003047.1,CDS,<637871,>638038,>168,forward,SM_RS09095,SMc00498
SM_RS09090,NC_003047.1,gene,<637542,>637870,>329,forward,SM_RS09090,SMc00499
WP_014526839.1,NC_003047.1,CDS,<637542,>637870,>329,forward,SM_RS09090,SMc00499
SM_RS09085,NC_003047.1,gene,<637028,>637532,>505,forward,SM_RS09085,SMc00500
WP_010969453.1,NC_003047.1,CDS,<637028,>637532,>505,forward,SM_RS09085,SMc00500
SM_RS09080,NC_003047.1,gene,636732,637026,295,forward,SM_RS09080,SMc00501
WP_010969452.1,NC_003047.1,CDS,636732,637026,295,forward,SM_RS09080,SMc00501
SM_RS09075,NC_003047.1,gene,<636494,>636717,>224,forward,SM_RS09075,SMc00502
WP_010969451.1,NC_003047.1,CDS,<636494,>636717,>224,forward,SM_RS09075,SMc00502
SM_RS09070,NC_003047.1,gene,636250,636494,245,forward,SM_RS09070,SMc00503
WP_010969450.1,NC_003047.1,CDS,636250,636494,245,forward,SM_RS09070,SMc00503
SM_RS09065,NC_003047.1,gene,<635800,>636208,>409,reverse,SM_RS09065,SMc00504
WP_227692109.1,NC_003047.1,CDS,<635800,>636208,>409,reverse,SM_RS09065,SMc00504
SM_RS09060,NC_003047.1,gene,635606,635790,185,forward,SM_RS09060,SMc00505
WP_003531424.1,NC_003047.1,CDS,635606,635790,185,forward,SM_RS09060,SMc00505
SM_RS09055,NC_003047.1,gene,<635283,>635551,>269,reverse,SM_RS09055,SMc00506
WP_003531425.1,NC_003047.1,CDS,<635283,>635551,>269,reverse,SM_RS09055,SMc00506
SM_RS09050,NC_003047.1,gene,635156,635257,102,forward,SM_RS09050,SMc00507
WP_003531426.1,NC_003047.1,CDS,635156,635257,102,forward,SM_RS09050,SMc00507
purB,NC_003047.1,gene,<634636,>635070,>435,forward,SM_RS09045,SMc00508
WP_010969447.1,NC_003047.1,CDS,<634636,>635070,>435,forward,SM_RS09045,SMc00508
SM_RS09040,NC_003047.1,gene,<634429,>634613,>185,forward,SM_RS09040,SMc00509
WP_010969446.1,NC_003047.1,CDS,<634429,>634613,>185,forward,SM_RS09040,SMc00509
SM_RS09035,NC_003047.1,gene,<634183,>634427,>245,forward,SM_RS09035,SMc00510
WP_010969445.1,NC_003047.1,CDS,<634183,>634427,>245,forward,SM_RS09035,SMc00510
rpe,NC_003047.1,gene,633957,634183,227,forward,SM_RS09030,SMc00511
WP_010969444.1,NC_003047.1,CDS,633957,634183,227,forward,SM_RS09030,SMc00511
SM_RS09025,NC_003047.1,gene,<633601,>633935,>335,forward,SM_RS09025,SMc00512
WP_014526837.1,NC_003047.1,CDS,<633601,>633935,>335,forward,SM_RS09025,SMc00512
SM_RS09020,NC_003047.1,gene,<633239,>633600,>362,forward,SM_RS09020,SMc00513
WP_010969442.1,NC_003047.1,CDS,<633239,>633600,>362,forward,SM_RS09020,SMc00513
SM_RS09015,NC_003047.1,gene,<633010,>633184,>175,reverse,SM_RS09015,SMc00514
WP_003531440.1,NC_003047.1,CDS,<633010,>633184,>175,reverse,SM_RS09015,SMc00514
SM_RS09010,NC_003047.1,gene,<632692,>633000,>309,reverse,SM_RS09010,SMc00515
WP_010969441.1,NC_003047.1,CDS,<632692,>633000,>309,reverse,SM_RS09010,SMc00515
SM_RS09005,NC_003047.1,gene,632269,632689,421,reverse,SM_RS09005,SMc00516
WP_003531444.1,NC_003047.1,CDS,632269,632689,421,reverse,SM_RS09005,SMc00516
SM_RS09000,NC_003047.1,gene,<632140,>632249,>110,reverse,SM_RS09000,SMc00517
WP_003531447.1,NC_003047.1,CDS,<632140,>632249,>110,reverse,SM_RS09000,SMc00517
SM_RS08995,NC_003047.1,gene,<631903,>632137,>235,reverse,SM_RS08995,SMc00518
WP_010969440.1,NC_003047.1,CDS,<631903,>632137,>235,reverse,SM_RS08995,SMc00518
SM_RS08990,NC_003047.1,gene,631365,631903,539,reverse,SM_RS08990,SMc00519
WP_010969439.1,NC_003047.1,CDS,631365,631903,539,reverse,SM_RS08990,SMc00519
SM_RS08985,NC_003047.1,gene,631258,631363,106,reverse,SM_RS08985,SMc00520
WP_010969438.1,NC_003047.1,CDS,631258,631363,106,reverse,SM_RS08985,SMc00520
SM_RS08980,NC_003047.1,gene,631116,631251,136,forward,SM_RS08980,SMc00521
WP_003531455.1,NC_003047.1,CDS,631116,631251,136,forward,SM_RS08980,SMc00521
SM_RS08975,NC_003047.1,gene,630613,631112,500,forward,SM_RS08975,SMc00522
WP_010969437.1,NC_003047.1,CDS,630613,631112,500,forward,SM_RS08975,SMc00522
SM_RS08960,NC_003047.1,gene,<629627,>629781,>155,forward,SM_RS08960,SMc00524
WP_010969433.1,NC_003047.1,CDS,<629627,>629781,>155,forward,SM_RS08960,SMc00524
SM_RS08955,NC_003047.1,gene,<628359,>629496,>1138,reverse,SM_RS08955,SMc00525
WP_010969432.1,NC_003047.1,CDS,<628359,>629496,>1138,reverse,SM_RS08955,SMc00525
tyrS,NC_003047.1,gene,<627925,>628341,>417,forward,SM_RS08950,SMc00526
WP_003531473.1,NC_003047.1,CDS,<627925,>628341,>417,forward,SM_RS08950,SMc00526
SM_RS08945,NC_003047.1,gene,<627493,>627875,>383,reverse,SM_RS08945,SMc00527
WP_003531474.1,NC_003047.1,CDS,<627493,>627875,>383,reverse,SM_RS08945,SMc00527
SM_RS08935,NC_003047.1,gene,<627138,>627362,>225,forward,SM_RS08935,SMc00528
WP_003531477.1,NC_003047.1,CDS,<627138,>627362,>225,forward,SM_RS08935,SMc00528
SM_RS08930,NC_003047.1,gene,626676,627064,389,reverse,SM_RS08930,SMc00529
WP_010969431.1,NC_003047.1,CDS,626676,627064,389,reverse,SM_RS08930,SMc00529
sufB,NC_003047.1,gene,<626135,>626623,>489,reverse,SM_RS08925,SMc00530
WP_003531481.1,NC_003047.1,CDS,<626135,>626623,>489,reverse,SM_RS08925,SMc00530
sufC,NC_003047.1,gene,625857,626108,252,reverse,SM_RS08920,SMc00531
WP_003531483.1,NC_003047.1,CDS,625857,626108,252,reverse,SM_RS08920,SMc00531
sufD,NC_003047.1,gene,<625424,>625848,>425,reverse,SM_RS08915,SMc00532
WP_003531484.1,NC_003047.1,CDS,<625424,>625848,>425,reverse,SM_RS08915,SMc00532
SM_RS08910,NC_003047.1,gene,<625005,>625418,>414,reverse,SM_RS08910,SMc00533
WP_010969430.1,NC_003047.1,CDS,<625005,>625418,>414,reverse,SM_RS08910,SMc00533
ttcA,NC_003047.1,gene,<642762,>643055,>294,reverse,SM_RS09180,SMc00534
WP_013844495.1,NC_003047.1,CDS,<642762,>643055,>294,reverse,SM_RS09180,SMc00534
SM_RS09175,NC_003047.1,gene,<642488,>642761,>274,reverse,SM_RS09175,SMc00535
WP_003531372.1,NC_003047.1,CDS,<642488,>642761,>274,reverse,SM_RS09175,SMc00535
SM_RS09170,NC_003047.1,gene,<642012,>642448,>437,forward,SM_RS09170,SMc00536
WP_013844494.1,NC_003047.1,CDS,<642012,>642448,>437,forward,SM_RS09170,SMc00536
SM_RS09165,NC_003047.1,gene,<641577,>641991,>415,forward,SM_RS09165,SMc00537
WP_017263637.1,NC_003047.1,CDS,<641577,>641991,>415,forward,SM_RS09165,SMc00537
grxD,NC_003047.1,gene,<641351,>641461,>111,forward,SM_RS09160,SMc00538
WP_003531377.1,NC_003047.1,CDS,<641351,>641461,>111,forward,SM_RS09160,SMc00538
SM_RS08970,NC_003047.1,gene,<630079,>630545,>467,forward,SM_RS08970,SMc00539
WP_041170151.1,NC_003047.1,CDS,<630079,>630545,>467,forward,SM_RS08970,SMc00539
SM_RS09295,NC_003047.1,gene,<653445,>653627,>183,forward,SM_RS09295,SMc00548
WP_003532990.1,NC_003047.1,CDS,<653445,>653627,>183,forward,SM_RS09295,SMc00548
SM_RS09225,NC_003047.1,gene,<646529,>646716,>188,forward,SM_RS09225,SMc00549
WP_010969473.1,NC_003047.1,CDS,<646529,>646716,>188,forward,SM_RS09225,SMc00549
SM_RS05705,NC_003047.1,gene,406247,406874,628,forward,SM_RS05705,SMc00550
WP_010969054.1,NC_003047.1,CDS,406247,406874,628,forward,SM_RS05705,SMc00550
SM_RS05710,NC_003047.1,gene,<406911,>407142,>232,forward,SM_RS05710,SMc00551
WP_010969055.1,NC_003047.1,CDS,<406911,>407142,>232,forward,SM_RS05710,SMc00551
pssA,NC_003047.1,gene,<407147,>407435,>289,forward,SM_RS05715,SMc00552
WP_010969056.1,NC_003047.1,CDS,<407147,>407435,>289,forward,SM_RS05715,SMc00552
SM_RS05720,NC_003047.1,gene,<407638,>407883,>246,reverse,SM_RS05720,SMc00553
WP_003532733.1,NC_003047.1,CDS,<407638,>407883,>246,reverse,SM_RS05720,SMc00553
purF,NC_003047.1,gene,<407889,>408384,>496,reverse,SM_RS05725,SMc00554
WP_010969057.1,NC_003047.1,CDS,<407889,>408384,>496,reverse,SM_RS05725,SMc00554
SM_RS05730,NC_003047.1,gene,408434,408633,200,reverse,SM_RS05730,SMc00555
WP_003532741.1,NC_003047.1,CDS,408434,408633,200,reverse,SM_RS05730,SMc00555
radA,NC_003047.1,gene,<408657,>409123,>467,reverse,SM_RS05735,SMc00556
WP_003532745.1,NC_003047.1,CDS,<408657,>409123,>467,reverse,SM_RS05735,SMc00556
alr,NC_003047.1,gene,<409166,>409544,>379,reverse,SM_RS05740,SMc00557
WP_010969059.1,NC_003047.1,CDS,<409166,>409544,>379,reverse,SM_RS05740,SMc00557
SM_RS05745,NC_003047.1,gene,409590,409875,286,forward,SM_RS05745,SMc00558
WP_010969060.1,NC_003047.1,CDS,409590,409875,286,forward,SM_RS05745,SMc00558
SM_RS05750,NC_003047.1,gene,<409937,>410153,>217,forward,SM_RS05750,SMc00559
WP_014529832.1,NC_003047.1,CDS,<409937,>410153,>217,forward,SM_RS05750,SMc00559
SM_RS05755,NC_003047.1,gene,410153,410253,101,forward,SM_RS05755,SMc00560
WP_003532749.1,NC_003047.1,CDS,410153,410253,101,forward,SM_RS05755,SMc00560
SM_RS05760,NC_003047.1,gene,<410305,>410803,>499,reverse,SM_RS05760,SMc00561
WP_003531702.1,NC_003047.1,CDS,<410305,>410803,>499,reverse,SM_RS05760,SMc00561
SM_RS05765,NC_003047.1,gene,<410912,>411061,>150,forward,SM_RS05765,SMc00562
WP_010969062.1,NC_003047.1,CDS,<410912,>411061,>150,forward,SM_RS05765,SMc00562
SM_RS05770,NC_003047.1,gene,411061,411592,532,forward,SM_RS05770,SMc00563
WP_010969063.1,NC_003047.1,CDS,411061,411592,532,forward,SM_RS05770,SMc00563
SM_RS05775,NC_003047.1,gene,<411599,>411953,>355,forward,SM_RS05775,SMc00564
WP_029727998.1,NC_003047.1,CDS,<411599,>411953,>355,forward,SM_RS05775,SMc00564
rplI,NC_003047.1,gene,<412037,>412227,>191,reverse,SM_RS05780,SMc00565
WP_003531697.1,NC_003047.1,CDS,<412037,>412227,>191,reverse,SM_RS05780,SMc00565
SM_RS05785,NC_003047.1,gene,<412241,>412557,>317,reverse,SM_RS05785,SMc00566
WP_010969065.1,NC_003047.1,CDS,<412241,>412557,>317,reverse,SM_RS05785,SMc00566
rpsR,NC_003047.1,gene,<412623,>412704,>82,reverse,SM_RS05790,SMc00567
WP_003531693.1,NC_003047.1,CDS,<412623,>412704,>82,reverse,SM_RS05790,SMc00567
rpsF,NC_003047.1,gene,412714,412863,150,reverse,SM_RS05795,SMc00568
WP_003531690.1,NC_003047.1,CDS,412714,412863,150,reverse,SM_RS05795,SMc00568
SM_RS05800,NC_003047.1,gene,<412979,>413088,>110,forward,SM_RS05800,SMc00569
WP_010969066.1,NC_003047.1,CDS,<412979,>413088,>110,forward,SM_RS05800,SMc00569
SM_RS05805,NC_003047.1,gene,413098,413445,348,reverse,SM_RS05805,SMc00570
WP_010969067.1,NC_003047.1,CDS,413098,413445,348,reverse,SM_RS05805,SMc00570
fabD,NC_003047.1,gene,<413558,>413871,>314,forward,SM_RS05810,SMc00571
WP_010969068.1,NC_003047.1,CDS,<413558,>413871,>314,forward,SM_RS05810,SMc00571
fabG,NC_003047.1,gene,<413881,>414125,>245,forward,SM_RS05815,SMc00572
WP_003531678.1,NC_003047.1,CDS,<413881,>414125,>245,forward,SM_RS05815,SMc00572
SM_RS05820,NC_003047.1,gene,<414239,>414316,>78,forward,SM_RS05820,SMc00573
WP_003531676.1,NC_003047.1,CDS,<414239,>414316,>78,forward,SM_RS05820,SMc00573
fabF,NC_003047.1,gene,414419,414840,422,forward,SM_RS05825,SMc00574
WP_010969069.1,NC_003047.1,CDS,414419,414840,422,forward,SM_RS05825,SMc00574
mltG,NC_003047.1,gene,414949,415348,400,forward,SM_RS05830,SMc00575
WP_010969070.1,NC_003047.1,CDS,414949,415348,400,forward,SM_RS05830,SMc00575
SM_RS05835,NC_003047.1,gene,415431,415726,296,forward,SM_RS05835,SMc00576
WP_010969071.1,NC_003047.1,CDS,415431,415726,296,forward,SM_RS05835,SMc00576
gmk,NC_003047.1,gene,415728,415947,220,forward,SM_RS05840,SMc00577
WP_003531657.1,NC_003047.1,CDS,415728,415947,220,forward,SM_RS05840,SMc00577
SM_RS32370,NC_003047.1,gene,<415969,>416010,>42,forward,SM_RS32370,SMc00578
WP_003531656.1,NC_003047.1,CDS,<415969,>416010,>42,forward,SM_RS32370,SMc00578
rsmA,NC_003047.1,gene,<416086,>416359,>274,reverse,SM_RS05845,SMc00579
WP_010969072.1,NC_003047.1,CDS,<416086,>416359,>274,reverse,SM_RS05845,SMc00579
pdxA,NC_003047.1,gene,416360,416702,343,reverse,SM_RS05850,SMc00580
WP_010969073.1,NC_003047.1,CDS,416360,416702,343,reverse,SM_RS05850,SMc00580
SM_RS05855,NC_003047.1,gene,416706,417022,317,reverse,SM_RS05855,SMc00581
WP_003531653.1,NC_003047.1,CDS,416706,417022,317,reverse,SM_RS05855,SMc00581
SM_RS05860,NC_003047.1,gene,<417087,>417867,>781,reverse,SM_RS05860,SMc00582
WP_010969074.1,NC_003047.1,CDS,<417087,>417867,>781,reverse,SM_RS05860,SMc00582
lptG,NC_003047.1,gene,<417869,>418228,>360,reverse,SM_RS05865,SMc00583
WP_003531651.1,NC_003047.1,CDS,<417869,>418228,>360,reverse,SM_RS05865,SMc00583
lptF,NC_003047.1,gene,418228,418618,391,reverse,SM_RS05870,SMc00584
WP_003531650.1,NC_003047.1,CDS,418228,418618,391,reverse,SM_RS05870,SMc00584
SM_RS05875,NC_003047.1,gene,<418724,>419220,>497,forward,SM_RS05875,SMc00585
WP_003531642.1,NC_003047.1,CDS,<418724,>419220,>497,forward,SM_RS05875,SMc00585
SM_RS05880,NC_003047.1,gene,<419228,>419376,>149,forward,SM_RS05880,SMc00586
WP_010969075.1,NC_003047.1,CDS,<419228,>419376,>149,forward,SM_RS05880,SMc00586
SM_RS05890,NC_003047.1,gene,<419801,>420108,>308,reverse,SM_RS05890,SMc00588
WP_010969077.1,NC_003047.1,CDS,<419801,>420108,>308,reverse,SM_RS05890,SMc00588
SM_RS05895,NC_003047.1,gene,<420173,>420451,>279,forward,SM_RS05895,SMc00589
WP_015241121.1,NC_003047.1,CDS,<420173,>420451,>279,forward,SM_RS05895,SMc00589
SM_RS05900,NC_003047.1,gene,<420459,>421087,>629,reverse,SM_RS05900,SMc00590
WP_010969079.1,NC_003047.1,CDS,<420459,>421087,>629,reverse,SM_RS05900,SMc00590
SM_RS05905,NC_003047.1,gene,421192,421285,94,forward,SM_RS05905,SMc00591
WP_010969080.1,NC_003047.1,CDS,421192,421285,94,forward,SM_RS05905,SMc00591
SM_RS05910,NC_003047.1,gene,<421364,>422248,>885,forward,SM_RS05910,SMc00592
WP_010969081.1,NC_003047.1,CDS,<421364,>422248,>885,forward,SM_RS05910,SMc00592
SM_RS05915,NC_003047.1,gene,<422230,>422399,>170,reverse,SM_RS05915,SMc00593
WP_003531618.1,NC_003047.1,CDS,<422230,>422399,>170,reverse,SM_RS05915,SMc00593
SM_RS05920,NC_003047.1,gene,<422446,>422674,>229,forward,SM_RS05920,SMc00594
WP_010969082.1,NC_003047.1,CDS,<422446,>422674,>229,forward,SM_RS05920,SMc00594
ndk,NC_003047.1,gene,<422710,>422849,>140,forward,SM_RS05925,SMc00595
WP_003531616.1,NC_003047.1,CDS,<422710,>422849,>140,forward,SM_RS05925,SMc00595
SM_RS05930,NC_003047.1,gene,<422868,>423034,>167,reverse,SM_RS05930,SMc00596
WP_003531615.1,NC_003047.1,CDS,<422868,>423034,>167,reverse,SM_RS05930,SMc00596
SM_RS05935,NC_003047.1,gene,<423035,>423220,>186,reverse,SM_RS05935,SMc00597
WP_010969083.1,NC_003047.1,CDS,<423035,>423220,>186,reverse,SM_RS05935,SMc00597
SM_RS05940,NC_003047.1,gene,<423244,>423541,>298,forward,SM_RS05940,SMc00598
WP_010969084.1,NC_003047.1,CDS,<423244,>423541,>298,forward,SM_RS05940,SMc00598
SM_RS05945,NC_003047.1,gene,<423587,>423741,>155,reverse,SM_RS05945,SMc00599
WP_010969085.1,NC_003047.1,CDS,<423587,>423741,>155,reverse,SM_RS05945,SMc00599
moaD,NC_003047.1,gene,423744,423830,87,reverse,SM_RS05950,SMc00600
WP_003531611.1,NC_003047.1,CDS,423744,423830,87,reverse,SM_RS05950,SMc00600
pgsA,NC_003047.1,gene,<423830,>424024,>195,reverse,SM_RS05955,SMc00601
WP_003531610.1,NC_003047.1,CDS,<423830,>424024,>195,reverse,SM_RS05955,SMc00601
uvrC,NC_003047.1,gene,<424104,>424777,>674,reverse,SM_RS05960,SMc00602
WP_010969086.1,NC_003047.1,CDS,<424104,>424777,>674,reverse,SM_RS05960,SMc00602
SM_RS05965,NC_003047.1,gene,<424778,>425031,>254,reverse,SM_RS05965,SMc00603
WP_003531608.1,NC_003047.1,CDS,<424778,>425031,>254,reverse,SM_RS05965,SMc00603
SM_RS05970,NC_003047.1,gene,425153,425365,213,forward,SM_RS05970,SMc00604
WP_003531607.1,NC_003047.1,CDS,425153,425365,213,forward,SM_RS05970,SMc00604
SM_RS05975,NC_003047.1,gene,<425448,>425643,>196,reverse,SM_RS05975,SMc00605
WP_003531606.1,NC_003047.1,CDS,<425448,>425643,>196,reverse,SM_RS05975,SMc00605
SM_RS05980,NC_003047.1,gene,<425650,>425914,>265,reverse,SM_RS05980,SMc00606
WP_017266917.1,NC_003047.1,CDS,<425650,>425914,>265,reverse,SM_RS05980,SMc00606
SM_RS05985,NC_003047.1,gene,425920,426067,148,reverse,SM_RS05985,SMc00607
WP_003531605.1,NC_003047.1,CDS,425920,426067,148,reverse,SM_RS05985,SMc00607
SM_RS05990,NC_003047.1,gene,426085,426374,290,reverse,SM_RS05990,SMc00608
WP_010969089.1,NC_003047.1,CDS,426085,426374,290,reverse,SM_RS05990,SMc00608
SM_RS05995,NC_003047.1,gene,<426398,>427107,>710,forward,SM_RS05995,SMc00609
WP_014526666.1,NC_003047.1,CDS,<426398,>427107,>710,forward,SM_RS05995,SMc00609
SM_RS06000,NC_003047.1,gene,<427178,>427375,>198,forward,SM_RS06000,SMc00610
WP_003531602.1,NC_003047.1,CDS,<427178,>427375,>198,forward,SM_RS06000,SMc00610
CDS,NC_003047.1,CDS,427411,>428275,>865,forward,SM_RS06005,SMc00611
mprF,NC_003047.1,pseudogene,427411,>428275,>865,forward,SM_RS06005,SMc00611
purN,NC_003047.1,gene,428739,428959,221,reverse,SM_RS06015,SMc00614
WP_003529371.1,NC_003047.1,CDS,428739,428959,221,reverse,SM_RS06015,SMc00614
purM,NC_003047.1,gene,<428959,>429314,>356,reverse,SM_RS06020,SMc00615
WP_010969094.1,NC_003047.1,CDS,<428959,>429314,>356,reverse,SM_RS06020,SMc00615
SM_RS06025,NC_003047.1,gene,<429398,>429768,>371,forward,SM_RS06025,SMc00616
WP_010969095.1,NC_003047.1,CDS,<429398,>429768,>371,forward,SM_RS06025,SMc00616
hdaA,NC_003047.1,gene,<429788,>430016,>229,forward,SM_RS06030,SMc00617
WP_010969096.1,NC_003047.1,CDS,<429788,>430016,>229,forward,SM_RS06030,SMc00617
SM_RS06035,NC_003047.1,gene,430039,430775,737,forward,SM_RS06035,SMc00618
WP_003529363.1,NC_003047.1,CDS,430039,430775,737,forward,SM_RS06035,SMc00618
ppx,NC_003047.1,gene,<430780,>431286,>507,forward,SM_RS06040,SMc00619
WP_003529361.1,NC_003047.1,CDS,<430780,>431286,>507,forward,SM_RS06040,SMc00619
SM_RS06045,NC_003047.1,gene,431333,431785,453,reverse,SM_RS06045,SMc00620
WP_010969097.1,NC_003047.1,CDS,431333,431785,453,reverse,SM_RS06045,SMc00620
SM_RS06050,NC_003047.1,gene,<431810,>432172,>363,reverse,SM_RS06050,SMc00621
WP_010969098.1,NC_003047.1,CDS,<431810,>432172,>363,reverse,SM_RS06050,SMc00621
rnd,NC_003047.1,gene,<432242,>432624,>383,reverse,SM_RS06055,SMc00622
WP_010969099.1,NC_003047.1,CDS,<432242,>432624,>383,reverse,SM_RS06055,SMc00622
glmM,NC_003047.1,gene,<980170,>980619,>450,reverse,SM_RS14000,SMc00637
WP_003527581.1,NC_003047.1,CDS,<980170,>980619,>450,reverse,SM_RS14000,SMc00637
SM_RS13995,NC_003047.1,gene,<979745,>980035,>291,reverse,SM_RS13995,SMc00638
WP_013844837.1,NC_003047.1,CDS,<979745,>980035,>291,reverse,SM_RS13995,SMc00638
SM_RS13990,NC_003047.1,gene,979407,979664,258,reverse,SM_RS13990,SMc00639
WP_003527577.1,NC_003047.1,CDS,979407,979664,258,reverse,SM_RS13990,SMc00639
SM_RS13985,NC_003047.1,gene,<978969,>979360,>392,reverse,SM_RS13985,SMc00640
WP_010970159.1,NC_003047.1,CDS,<978969,>979360,>392,reverse,SM_RS13985,SMc00640
serA,NC_003047.1,gene,<978410,>978940,>531,reverse,SM_RS13980,SMc00641
WP_010970158.1,NC_003047.1,CDS,<978410,>978940,>531,reverse,SM_RS13980,SMc00641
SM_RS13975,NC_003047.1,gene,978067,978363,297,forward,SM_RS13975,SMc00642
WP_010970157.1,NC_003047.1,CDS,978067,978363,297,forward,SM_RS13975,SMc00642
SM_RS13970,NC_003047.1,gene,977566,977998,433,reverse,SM_RS13970,SMc00643
WP_003527570.1,NC_003047.1,CDS,977566,977998,433,reverse,SM_RS13970,SMc00643
SM_RS13965,NC_003047.1,gene,976791,977544,754,reverse,SM_RS13965,SMc00644
WP_010970156.1,NC_003047.1,CDS,976791,977544,754,reverse,SM_RS13965,SMc00644
rpoH,NC_003047.1,gene,<976446,>976746,>301,forward,SM_RS13960,SMc00646
WP_003527567.1,NC_003047.1,CDS,<976446,>976746,>301,forward,SM_RS13960,SMc00646
SM_RS13955,NC_003047.1,gene,976036,976379,344,forward,SM_RS13955,SMc00647
WP_003527565.1,NC_003047.1,CDS,976036,976379,344,forward,SM_RS13955,SMc00647
SM_RS13950,NC_003047.1,gene,<975899,>976025,>127,reverse,SM_RS13950,SMc00648
WP_010970155.1,NC_003047.1,CDS,<975899,>976025,>127,reverse,SM_RS13950,SMc00648
SM_RS13945,NC_003047.1,gene,975621,975896,276,reverse,SM_RS13945,SMc00649
WP_003527563.1,NC_003047.1,CDS,975621,975896,276,reverse,SM_RS13945,SMc00649
SM_RS13940,NC_003047.1,gene,<975184,>975543,>360,forward,SM_RS13940,SMc00650
WP_010970154.1,NC_003047.1,CDS,<975184,>975543,>360,forward,SM_RS13940,SMc00650
SM_RS13935,NC_003047.1,gene,974933,975133,201,forward,SM_RS13935,SMc00651
WP_010970153.1,NC_003047.1,CDS,974933,975133,201,forward,SM_RS13935,SMc00651
SM_RS13930,NC_003047.1,gene,<974590,>974809,>220,reverse,SM_RS13930,SMc00652
WP_003527560.1,NC_003047.1,CDS,<974590,>974809,>220,reverse,SM_RS13930,SMc00652
SM_RS13925,NC_003047.1,gene,974386,974508,123,reverse,SM_RS13925,SMc00653
WP_010970151.1,NC_003047.1,CDS,974386,974508,123,reverse,SM_RS13925,SMc00653
ctrA,NC_003047.1,gene,<974028,>974260,>233,forward,SM_RS13920,SMc00654
WP_003527557.1,NC_003047.1,CDS,<974028,>974260,>233,forward,SM_RS13920,SMc00654
SM_RS13915,NC_003047.1,gene,973727,973843,117,reverse,SM_RS13915,SMc00655
WP_003527555.1,NC_003047.1,CDS,973727,973843,117,reverse,SM_RS13915,SMc00655
SM_RS13910,NC_003047.1,gene,<973576,>973668,>93,forward,SM_RS13910,SMc00656
WP_003527553.1,NC_003047.1,CDS,<973576,>973668,>93,forward,SM_RS13910,SMc00656
SM_RS13905,NC_003047.1,gene,<973434,>973524,>91,forward,SM_RS13905,SMc00657
WP_003527546.1,NC_003047.1,CDS,<973434,>973524,>91,forward,SM_RS13905,SMc00657
SM_RS13900,NC_003047.1,gene,<973050,>973370,>321,reverse,SM_RS13900,SMc00658
WP_013844833.1,NC_003047.1,CDS,<973050,>973370,>321,reverse,SM_RS13900,SMc00658
mnmA,NC_003047.1,gene,972563,972961,399,reverse,SM_RS13895,SMc00659
WP_010970150.1,NC_003047.1,CDS,972563,972961,399,reverse,SM_RS13895,SMc00659
SM_RS13880,NC_003047.1,gene,<972041,>972151,>111,reverse,SM_RS13880,SMc00660
WP_010970149.1,NC_003047.1,CDS,<972041,>972151,>111,reverse,SM_RS13880,SMc00660
SM_RS13875,NC_003047.1,gene,971764,971841,78,reverse,SM_RS13875,SMc00662
WP_014526973.1,NC_003047.1,CDS,971764,971841,78,reverse,SM_RS13875,SMc00662
SM_RS13870,NC_003047.1,gene,<971704,>971769,>66,reverse,SM_RS13870,SMc00663
WP_003527531.1,NC_003047.1,CDS,<971704,>971769,>66,reverse,SM_RS13870,SMc00663
SM_RS13865,NC_003047.1,gene,<971606,>971671,>66,forward,SM_RS13865,SMc00664
WP_003527528.1,NC_003047.1,CDS,<971606,>971671,>66,forward,SM_RS13865,SMc00664
SM_RS13860,NC_003047.1,gene,<971495,>971556,>62,reverse,SM_RS13860,SMc00665
WP_003527526.1,NC_003047.1,CDS,<971495,>971556,>62,reverse,SM_RS13860,SMc00665
SM_RS13855,NC_003047.1,gene,<971392,>971475,>84,reverse,SM_RS13855,SMc00666
WP_003527524.1,NC_003047.1,CDS,<971392,>971475,>84,reverse,SM_RS13855,SMc00666
SM_RS13850,NC_003047.1,gene,<971176,>971372,>197,forward,SM_RS13850,SMc00667
WP_003527522.1,NC_003047.1,CDS,<971176,>971372,>197,forward,SM_RS13850,SMc00667
SM_RS13845,NC_003047.1,gene,970738,971179,442,forward,SM_RS13845,SMc00668
WP_010970145.1,NC_003047.1,CDS,970738,971179,442,forward,SM_RS13845,SMc00668
